,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,duplicate_discovery_data,temp_planet_mass,planet_radius,orbital_radius,orbital_period,eccentricity
4063,TrES-3 b,744.0,1.91 Jupiters,12.402,2007,https://exoplanets.nasa.gov/exoplanet-catalog/5352/tres-3-b/,Gas Giant,2007,1.91 Jupiters,1.336 x Jupiter,0.02282 AU,1.3 days,0.0
4064,TrES-4 b,1708.0,0.78 Jupiters,11.592,2007,https://exoplanets.nasa.gov/exoplanet-catalog/5353/tres-4-b/,Gas Giant,2007,0.78 Jupiters,1.61 x Jupiter,0.05084 AU,3.6 days,0.0
4065,TrES-5 b,1188.0,1.79 Jupiters,13.718,2011,https://exoplanets.nasa.gov/exoplanet-catalog/5354/tres-5-b/,Gas Giant,2011,1.79 Jupiters,1.194 x Jupiter,0.02459 AU,1.5 days,< 0.03
4066,TYC 1422-614-1 b,2476.0,2.5 Jupiters,10.21,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7142/tyc-1422-614-1-b/,Gas Giant,2014,2.5 Jupiters,1.18 x Jupiter,0.69 AU,198.4 days,0.06
4067,TYC 1422-614-1 c,2476.0,10 Jupiters,10.21,2014,https://exoplanets.nasa.gov/exoplanet-catalog/7143/tyc-1422-614-1-c/,Gas Giant,2014,10 Jupiters,1.11 x Jupiter,1.37 AU,1.5 years,0.05
4068,TYC 3318-01333-1 b,1623.0,3.42 Jupiters,9.463,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7327/tyc-3318-01333-1-b/,Gas Giant,2018,3.42 Jupiters,1.17 x Jupiter,1.414 AU,1.5 years,0.1
4069,TYC 3667-1280-1 b,1569.0,5.4 Jupiters,9.86,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7021/tyc-3667-1280-1-b/,Gas Giant,2016,5.4 Jupiters,1.14 x Jupiter,0.21 AU,26.5 days,0.04
4070,TYC 4282-00605-1 b,2283.0,10.78 Jupiters,10.58,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7219/tyc-4282-00605-1-b/,Gas Giant,2017,10.78 Jupiters,1.11 x Jupiter,0.422 AU,101.5 days,0.28
4071,TYC 8998-760-1 b,309.0,14 Jupiters,11.13,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7608/tyc-8998-760-1-b/,Gas Giant,2020,14 Jupiters,1.1 x Jupiter,162.0 AU,2063.1 years,0.0
4072,TYC 8998-760-1 c,309.0,6 Jupiters,11.13,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7651/tyc-8998-760-1-c/,Gas Giant,2020,6 Jupiters,1.1 x Jupiter,320.0 AU,5727.6 years,0.0
4073,UKIRT-2017-BLG-001L b,20551.0,1.28 Jupiters,,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6277/ukirt-2017-blg-001l-b/,Gas Giant,2018,1.28 Jupiters,1.22 x Jupiter,4.18 AU,9.5 years,0.0
4074,Upsilon Andromedae b,44.0,0.6876 Jupiters,4.1,1996,https://exoplanets.nasa.gov/exoplanet-catalog/7057/upsilon-andromedae-b/,Gas Giant,1996,0.6876 Jupiters,1.25 x Jupiter,0.059222 AU,4.6 days,0.02
4075,Upsilon Andromedae c,44.0,1.981 Jupiters,4.1,1999,https://exoplanets.nasa.gov/exoplanet-catalog/7058/upsilon-andromedae-c/,Gas Giant,1999,1.981 Jupiters,1.19 x Jupiter,0.827774 AU,241.3 days,0.26
4076,Upsilon Andromedae d,44.0,4.132 Jupiters,4.1,1999,https://exoplanets.nasa.gov/exoplanet-catalog/7059/upsilon-andromedae-d/,Gas Giant,1999,4.132 Jupiters,1.16 x Jupiter,2.51329 AU,3.5 years,0.3
4077,USco1556 b,460.0,15 Jupiters,15.361,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7544/usco1556-b/,Gas Giant,2019,15 Jupiters,1.09 x Jupiter,3500.0 AU,360656.2 years,0.0
4078,USco1621 b,450.0,16 Jupiters,14.177,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7543/usco1621-b/,Gas Giant,2019,16 Jupiters,1.09 x Jupiter,2880.0 AU,257742.3 years,0.0
4079,USco CTIO 108 b,471.0,14 Jupiters,17.423,2008,https://exoplanets.nasa.gov/exoplanet-catalog/7144/usco-ctio-108-b/,Gas Giant,2008,14 Jupiters,1.1 x Jupiter,670.0 AU,70841 years,0.0
4080,UZ Fornacis b,782.0,6.3 Jupiters,16.694,2011,https://exoplanets.nasa.gov/exoplanet-catalog/7036/uz-fornacis-b/,Gas Giant,2011,6.3 Jupiters,Unknown,5.9 AU,16 years,0.04
4081,UZ Fornacis c,782.0,7.7 Jupiters,16.694,2011,https://exoplanets.nasa.gov/exoplanet-catalog/7037/uz-fornacis-c/,Gas Giant,2011,7.7 Jupiters,Unknown,2.8 AU,5.3 years,0.05
4082,V0391 Pegasi b,4567.0,3.2 Jupiters,14.57,2007,https://exoplanets.nasa.gov/exoplanet-catalog/7145/v0391-pegasi-b/,Gas Giant,2007,3.2 Jupiters,1.17 x Jupiter,1.7 AU,3.2 years,0.0
4083,V1298 Tauri b,354.0,0.236 Jupiters,10.116,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7426/v1298-tauri-b/,Gas Giant,2019,0.236 Jupiters,0.916 x Jupiter,0.1688 AU,24.1 days,< 0.29
4084,V1298 Tauri c,354.0,26.7 Earths,10.116,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7513/v1298-tauri-c/,Neptune-like,2019,26.7 Earths,0.499 x Jupiter,0.0825 AU,8.2 days,< 0.43
4085,V1298 Tauri d,354.0,33.6 Earths,10.116,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7515/v1298-tauri-d/,Neptune-like,2019,33.6 Earths,0.572 x Jupiter,0.1083 AU,12.4 days,< 0.21
4086,V1298 Tauri e,354.0,0.179 Jupiters,10.116,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7517/v1298-tauri-e/,Gas Giant,2019,0.179 Jupiters,0.78 x Jupiter,0.308 AU,60 days,< 0.57
4087,V830 Tauri b,489.0,0.7 Jupiters,12.377,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7160/v830-tauri-b/,Gas Giant,2016,0.7 Jupiters,1.25 x Jupiter,0.057 AU,4.9 days,0.0
4088,VHS J125601.92-125723.9 b,41.0,11.2 Jupiters,17.759,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7146/vhs-j12560192-1257239-b/,Gas Giant,2015,11.2 Jupiters,1.11 x Jupiter,102.0 AU,3895.8 years,0.0
4089,WASP-100 b,1201.0,1.26 Jupiters,10.615,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5155/wasp-100-b/,Gas Giant,2014,1.26 Jupiters,1.33 x Jupiter,0.04574 AU,2.8 days,0.0
4090,WASP-101 b,660.0,0.51 Jupiters,10.138,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5156/wasp-101-b/,Gas Giant,2014,0.51 Jupiters,1.43 x Jupiter,0.05057 AU,3.6 days,0.0
4091,WASP-103 b,1533.0,1.49 Jupiters,12.1,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5157/wasp-103-b/,Gas Giant,2014,1.49 Jupiters,1.528 x Jupiter,0.01985 AU,0.9 days,< 0.15
4092,WASP-104 b,466.0,1.272 Jupiters,11.12,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5158/wasp-104-b/,Gas Giant,2014,1.272 Jupiters,1.137 x Jupiter,0.02918 AU,1.8 days,0.0
4093,WASP-105 b,824.0,1.8 Jupiters,12.1,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3528/wasp-105-b/,Gas Giant,2017,1.8 Jupiters,0.96 x Jupiter,0.075 AU,7.9 days,0.0
4094,WASP-106 b,1160.0,1.62 Jupiters,11.21,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5159/wasp-106-b/,Gas Giant,2014,1.62 Jupiters,1.02 x Jupiter,0.0917 AU,9.3 days,0.0
4095,WASP-107 b,212.0,38.1396 Earths,11.471,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3529/wasp-107-b/,Gas Giant,2017,38.1396 Earths,0.94 x Jupiter,0.055 AU,5.7 days,0.0
4096,WASP-10 b,462.0,3.15 Jupiters,12.7,2008,https://exoplanets.nasa.gov/exoplanet-catalog/5366/wasp-10-b/,Gas Giant,2008,3.15 Jupiters,1.08 x Jupiter,0.03781 AU,3.1 days,0.05
4097,WASP-113 b,1174.0,0.475 Jupiters,11.771,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3369/wasp-113-b/,Gas Giant,2016,0.475 Jupiters,1.409 x Jupiter,0.05885 AU,4.5 days,0.0
4098,WASP-114 b,1501.0,1.769 Jupiters,12.743,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3370/wasp-114-b/,Gas Giant,2016,1.769 Jupiters,1.339 x Jupiter,0.02851 AU,1.5 days,0.01
4099,WASP-117 b,518.0,0.3 Jupiters,10.15,2014,https://exoplanets.nasa.gov/exoplanet-catalog/5160/wasp-117-b/,Gas Giant,2014,0.3 Jupiters,1.06 x Jupiter,0.09459 AU,10 days,0.3
4100,WASP-118 b,1241.0,0.514 Jupiters,11.02,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3388/wasp-118-b/,Gas Giant,2016,0.514 Jupiters,1.44 x Jupiter,0.05453 AU,4 days,0.0
4101,WASP-119 b,1086.0,1.23 Jupiters,12.2,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4671/wasp-119-b/,Gas Giant,2016,1.23 Jupiters,1.4 x Jupiter,0.0363 AU,2.5 days,< 0.058
4102,WASP-11 b,408.0,0.79 Jupiters,11.6,2008,https://exoplanets.nasa.gov/exoplanet-catalog/5367/wasp-11-b/,Gas Giant,2008,0.79 Jupiters,1.11 x Jupiter,0.0435 AU,3.7 days,0.0
4103,WASP-120 b,1425.0,4.85 Jupiters,11.0,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3273/wasp-120-b/,Gas Giant,2016,4.85 Jupiters,1.473 x Jupiter,0.0514 AU,3.6 days,0.06
4104,WASP-121 b,881.0,1.183 Jupiters,10.44,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3281/wasp-121-b/,Gas Giant,2016,1.183 Jupiters,1.865 x Jupiter,0.02544 AU,1.3 days,0.0
4105,WASP-123 b,698.0,0.899 Jupiters,11.1,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3274/wasp-123-b/,Gas Giant,2016,0.899 Jupiters,1.318 x Jupiter,0.04263 AU,3 days,0.0
4106,WASP-124 b,1412.0,0.6 Jupiters,12.7,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4672/wasp-124-b/,Gas Giant,2016,0.6 Jupiters,1.24 x Jupiter,0.0449 AU,3.4 days,< 0.017
4107,WASP-126 b,763.0,0.28411 Jupiters,10.8,2016,https://exoplanets.nasa.gov/exoplanet-catalog/1978/wasp-126-b/,Gas Giant,2016,0.28411 Jupiters,0.96 x Jupiter,0.0449 AU,3.3 days,< 0.18
4108,WASP-126 c,763.0,0.20199 Jupiters,10.8,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7540/wasp-126-c/,Gas Giant,2019,0.20199 Jupiters,0.837 x Jupiter,Unknown,7.6 days,< 0.05
4109,WASP-127 b,333.0,0.18 Jupiters,10.15,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3432/wasp-127-b/,Gas Giant,2016,0.18 Jupiters,1.37 x Jupiter,0.052 AU,4.2 days,0.0
4110,WASP-129 b,802.0,1 Jupiter,12.3,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4673/wasp-129-b/,Gas Giant,2016,1 Jupiter,0.93 x Jupiter,0.0628 AU,5.7 days,< 0.096
4111,WASP-12 b,1411.0,1.465 Jupiters,11.69,2008,https://exoplanets.nasa.gov/exoplanet-catalog/5120/wasp-12-b/,Gas Giant,2008,1.465 Jupiters,1.937 x Jupiter,0.0232 AU,1.1 days,0.04
4112,WASP-130 b,587.0,1.23 Jupiters,11.1,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3418/wasp-130-b/,Gas Giant,2016,1.23 Jupiters,0.89 x Jupiter,0.1012 AU,11.6 days,0.0
4113,WASP-131 b,816.0,0.27 Jupiters,10.1,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3419/wasp-131-b/,Gas Giant,2016,0.27 Jupiters,1.22 x Jupiter,0.0607 AU,5.3 days,0.0
4114,WASP-132 b,391.0,0.41 Jupiters,12.4,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3420/wasp-132-b/,Gas Giant,2016,0.41 Jupiters,0.87 x Jupiter,0.067 AU,7.1 days,0.0
4115,WASP-133 b,1784.0,1.16 Jupiters,12.9,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4674/wasp-133-b/,Gas Giant,2016,1.16 Jupiters,1.21 x Jupiter,0.0345 AU,2.2 days,< 0.17
4116,WASP-135 b,979.0,1.9 Jupiters,13.28,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4848/wasp-135-b/,Gas Giant,2015,1.9 Jupiters,1.3 x Jupiter,0.0243 AU,1.4 days,0.0
4117,WASP-136 b,535.0,1.51 Jupiters,9.98,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3433/wasp-136-b/,Gas Giant,2016,1.51 Jupiters,1.38 x Jupiter,0.0661 AU,5.2 days,0.0
4118,WASP-138 b,1005.0,1.22 Jupiters,11.81,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3434/wasp-138-b/,Gas Giant,2016,1.22 Jupiters,1.09 x Jupiter,0.0494 AU,3.6 days,0.0
4119,WASP-139 b,750.0,37.18611 Earths,12.4,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3421/wasp-139-b/,Neptune-like,2016,37.18611 Earths,0.8 x Jupiter,0.062 AU,5.9 days,0.0
4120,WASP-13 b,747.0,0.36 Jupiters,10.42,2009,https://exoplanets.nasa.gov/exoplanet-catalog/5368/wasp-13-b/,Gas Giant,2009,0.36 Jupiters,1.22 x Jupiter,0.05362 AU,4.4 days,0.0
4121,WASP-140 b,587.0,2.44 Jupiters,11.1,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3422/wasp-140-b/,Gas Giant,2016,2.44 Jupiters,1.44 x Jupiter,0.0323 AU,2.2 days,0.05
4122,WASP-141 b,1859.0,2.69 Jupiters,12.4,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3427/wasp-141-b/,Gas Giant,2016,2.69 Jupiters,1.21 x Jupiter,0.0469 AU,3.3 days,0.0
4123,WASP-142 b,2740.0,0.84 Jupiters,12.3,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3428/wasp-142-b/,Gas Giant,2016,0.84 Jupiters,1.53 x Jupiter,0.0347 AU,2.1 days,0.0
4124,WASP-144 b,1170.0,0.44 Jupiters,12.915,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6370/wasp-144-b/,Gas Giant,2018,0.44 Jupiters,0.85 x Jupiter,0.0316 AU,2.3 days,0.0
4125,WASP-145 A b,299.0,0.89 Jupiters,11.358,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7283/wasp-145-a-b/,Gas Giant,2018,0.89 Jupiters,0.9 x Jupiter,0.0261 AU,1.8 days,0.0
4126,WASP-147 b,1390.0,0.275 Jupiters,12.183,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6406/wasp-147-b/,Gas Giant,2018,0.275 Jupiters,1.115 x Jupiter,0.0549 AU,4.6 days,0.0
4127,WASP-148 b,809.0,0.291 Jupiters,12.247,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7649/wasp-148-b/,Gas Giant,2020,0.291 Jupiters,0.722 x Jupiter,0.0845 AU,8.8 days,0.22
4128,WASP-148 c,809.0,0.4 Jupiters,12.247,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7650/wasp-148-c/,Gas Giant,2020,0.4 Jupiters,1.25 x Jupiter,0.2101 AU,34.5 days,0.36
4129,WASP-14 b,531.0,8.84 Jupiters,9.75,2008,https://exoplanets.nasa.gov/exoplanet-catalog/5369/wasp-14-b/,Gas Giant,2008,8.84 Jupiters,1.38 x Jupiter,0.037 AU,2.2 days,0.09
4130,WASP-150 b,1749.0,8.46 Jupiters,12.03,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7622/wasp-150-b/,Gas Giant,2020,8.46 Jupiters,1.07 x Jupiter,0.0694 AU,5.6 days,0.38
4131,WASP-151 b,1497.0,0.31 Jupiters,12.795,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6056/wasp-151-b/,Gas Giant,2017,0.31 Jupiters,1.13 x Jupiter,0.055 AU,4.5 days,< 0.003
4132,WASP-153 b,1403.0,0.39 Jupiters,12.8,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6057/wasp-153-b/,Gas Giant,2017,0.39 Jupiters,1.55 x Jupiter,0.048 AU,3.3 days,< 0.009
4133,WASP-156 b,457.0,0.128 Jupiters,11.6,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6058/wasp-156-b/,Gas Giant,2017,0.128 Jupiters,0.51 x Jupiter,0.0453 AU,3.8 days,< 0.007
4134,WASP-157 b,1102.0,0.574 Jupiters,12.91,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3287/wasp-157-b/,Gas Giant,2016,0.574 Jupiters,0.998 x Jupiter,0.0499 AU,4 days,0.0
4135,WASP-158 b,1738.0,2.79 Jupiters,12.091,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6372/wasp-158-b/,Gas Giant,2018,2.79 Jupiters,1.07 x Jupiter,0.0517 AU,3.7 days,0.0
4136,WASP-159 b,2383.0,0.55 Jupiters,12.295,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6373/wasp-159-b/,Gas Giant,2018,0.55 Jupiters,1.38 x Jupiter,0.0538 AU,3.8 days,0.0
4137,WASP-15 b,928.0,0.54 Jupiters,11.0,2009,https://exoplanets.nasa.gov/exoplanet-catalog/5370/wasp-15-b/,Gas Giant,2009,0.54 Jupiters,1.41 x Jupiter,0.05165 AU,3.8 days,0.0
4138,WASP-160 B b,926.0,0.278 Jupiters,12.884,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7257/wasp-160-b-b/,Gas Giant,2018,0.278 Jupiters,1.09 x Jupiter,0.0452 AU,3.8 days,0.0
4139,WASP-161 b,1130.0,2.49 Jupiters,10.899,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6440/wasp-161-b/,Gas Giant,2018,2.49 Jupiters,1.143 x Jupiter,0.0673 AU,5.4 days,0.0
4140,WASP-162 b,1023.0,5.2 Jupiters,12.065,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6374/wasp-162-b/,Gas Giant,2018,5.2 Jupiters,1.0 x Jupiter,0.0871 AU,9.6 days,0.43
4141,WASP-163 b,859.0,1.87 Jupiters,12.251,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6441/wasp-163-b/,Gas Giant,2018,1.87 Jupiters,1.202 x Jupiter,0.0266 AU,1.6 days,0.0
4142,WASP-164 b,1050.0,2.13 Jupiters,12.468,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6408/wasp-164-b/,Gas Giant,2018,2.13 Jupiters,1.128 x Jupiter,0.02818 AU,1.8 days,0.0
4143,WASP-165 b,1902.0,0.658 Jupiters,12.543,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6409/wasp-165-b/,Gas Giant,2018,0.658 Jupiters,1.26 x Jupiter,0.04823 AU,3.5 days,0.0
4144,WASP-166 b,369.0,32.10083 Earths,9.257,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7439/wasp-166-b/,Neptune-like,2019,32.10083 Earths,0.63 x Jupiter,0.0641 AU,5.4 days,0.0
4145,WASP-167 b,1243.0,8 Jupiters,10.579,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3521/wasp-167-b/,Gas Giant,2017,8 Jupiters,1.58 x Jupiter,0.0365 AU,2 days,0.0
4146,WASP-168 b,1000.0,0.42 Jupiters,11.714,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6375/wasp-168-b/,Gas Giant,2018,0.42 Jupiters,1.5 x Jupiter,0.0519 AU,4.2 days,0.0
4147,WASP-169 b,2082.0,0.561 Jupiters,11.721,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7468/wasp-169-b/,Gas Giant,2019,0.561 Jupiters,1.304 x Jupiter,0.0681 AU,5.6 days,0.0
4148,WASP-16 b,637.0,1.24 Jupiters,11.125,2009,https://exoplanets.nasa.gov/exoplanet-catalog/5121/wasp-16-b/,Gas Giant,2009,1.24 Jupiters,1.22 x Jupiter,0.0415 AU,3.1 days,0.0
4149,WASP-170 b,1006.0,1.6 Jupiters,12.469,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6442/wasp-170-b/,Gas Giant,2018,1.6 Jupiters,1.096 x Jupiter,0.0337 AU,2.3 days,0.0
4150,WASP-171 b,2526.0,1.084 Jupiters,12.441,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7469/wasp-171-b/,Gas Giant,2019,1.084 Jupiters,0.98 x Jupiter,0.0504 AU,3.8 days,0.0
4151,WASP-172 b,1781.0,0.47 Jupiters,11.01,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6376/wasp-172-b/,Gas Giant,2018,0.47 Jupiters,1.57 x Jupiter,0.0694 AU,5.5 days,0.0
4152,WASP-173 A b,765.0,3.69 Jupiters,11.102,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7284/wasp-173-a-b/,Gas Giant,2018,3.69 Jupiters,1.2 x Jupiter,0.0248 AU,1.4 days,0.0
4153,WASP-174 b,1353.0,1.3 Jupiters,11.683,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6354/wasp-174-b/,Gas Giant,2018,1.3 Jupiters,1.3 x Jupiter,0.0559 AU,4.2 days,0.0
4154,WASP-175 b,2082.0,0.99 Jupiters,11.721,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7470/wasp-175-b/,Gas Giant,2019,0.99 Jupiters,1.208 x Jupiter,0.04403 AU,3.1 days,0.0
4155,WASP-176 b,1884.0,0.855 Jupiters,12.01,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7623/wasp-176-b/,Gas Giant,2020,0.855 Jupiters,1.505 x Jupiter,0.0535 AU,3.9 days,0.0
4156,WASP-177 b,581.0,0.508 Jupiters,12.58,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6523/wasp-177-b/,Gas Giant,2019,0.508 Jupiters,1.58 x Jupiter,0.03957 AU,3.1 days,0.0
4157,WASP-178 b,1364.0,1.66 Jupiters,9.912,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7478/wasp-178-b/,Gas Giant,2019,1.66 Jupiters,1.81 x Jupiter,0.0558 AU,3.3 days,0.0
4158,WASP-17 b,1339.0,0.78 Jupiters,11.6,2009,https://exoplanets.nasa.gov/exoplanet-catalog/5371/wasp-17-b/,Gas Giant,2009,0.78 Jupiters,1.87 x Jupiter,0.0515 AU,3.7 days,0.0
4159,WASP-180 A b,834.0,0.9 Jupiters,10.682,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7475/wasp-180-a-b/,Gas Giant,2019,0.9 Jupiters,1.24 x Jupiter,0.048 AU,3.4 days,0.0
4160,WASP-181 b,1445.0,0.299 Jupiters,12.91,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6524/wasp-181-b/,Gas Giant,2019,0.299 Jupiters,1.184 x Jupiter,0.05427 AU,4.5 days,0.0
4161,WASP-182 b,1079.0,0.148 Jupiters,11.917,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7471/wasp-182-b/,Gas Giant,2019,0.148 Jupiters,0.85 x Jupiter,0.0451 AU,3.4 days,0.0
4162,WASP-183 b,1070.0,0.502 Jupiters,12.76,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6525/wasp-183-b/,Gas Giant,2019,0.502 Jupiters,1.47 x Jupiter,0.04632 AU,4.1 days,0.0
4163,WASP-184 b,2088.0,0.57 Jupiters,12.567,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7480/wasp-184-b/,Gas Giant,2019,0.57 Jupiters,1.33 x Jupiter,0.0627 AU,5.2 days,0.0
4164,WASP-185 b,897.0,0.98 Jupiters,10.895,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7481/wasp-185-b/,Gas Giant,2019,0.98 Jupiters,1.25 x Jupiter,0.0904 AU,9.4 days,0.24
4165,WASP-18 b,404.0,10.42954 Jupiters,9.303,2009,https://exoplanets.nasa.gov/exoplanet-catalog/5372/wasp-18-b/,Gas Giant,2009,10.42954 Jupiters,1.191 x Jupiter,0.02 AU,0.9 days,0.01
